name,id,address,province,provinceName,regency,regencyName,district,districtName,lat,lng,channel,channelName,subChannelId,subChannelName,region,cluster,sam,spv,sd,,,,,,,,,,,,,,,,,,,
AGUNG ABADI MOTOR,3085080086,"JL. ALADIN BARU RT.3 RW.6, PEJAGALAN",31,Jakarta,3175,KOTA ADM. JAKARTA UTARA,317201,PENJARINGAN,-6.140,106.790,Automotive,Automotive,OTO-7,Bengkel 2W Besar,REGION III,CLS085,NAUFAL NUSAPUTRA,HARRY PURNOMO,ABDUL ROSID (SD),,,,,,,,,,,,,,,,,,,
